title;lien;company;categorie;Reference;Publie le;Type de poste;Lieu de travail;Experience;Etude;Remuneration proposee;Disponibilite;Langues;Mobilite
Ingénieur d’affaires DATA CENTER & CLOUD COMP;https://www.keejob.com/offres-emploi/152261/ingénieur-daffaires-data-center-cloud-comp/;SOTETEL;informatique / télécoms;152258;27-févr.-22;CDD-SIVP-SIVP;La SoukraArianaTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
responsable achat;https://www.keejob.com/offres-emploi/152243/responsable-achat/;BLUE PANAMA;artisanat / textile / cuir;152254;27-févr.-22;CDDSIVP;Bou MerdesMahdiaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Ingénieur DATA CENTER;https://www.keejob.com/offres-emploi/152258/ingénieur-data-center/;SOTETEL;informatique / télécoms;152235;27-févr.-22;CDISIVP;Hammam SousseSousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Responsable des Ressources Humaines;https://www.keejob.com/offres-emploi/152254/responsable-des-ressources-humaines/;BACOVET;industrie métalliques;152269;27-févr.-22;UNKNOWNSIVP;El AliaBizerteTunisie;Entre 5 et 10 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Développeur Mobile IOS;https://www.keejob.com/offres-emploi/152235/développeur-mobile-ios-hf/;200 FACTORY;industrie métalliques;152255;27-févr.-22;CDDSIVP;Ben ArousBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Dessinateur construction métallique;https://www.keejob.com/offres-emploi/152269/dessinateur-construction-métallique/;EXTRA METAL;artisanat / textile / cuir;152239;27-févr.-22;UNKNOWNSIVP;OuerdanineMonastirTunisie;Entre 2 et 5 ans;Bac + 1;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Technicien supérieur on génie mécanique;https://www.keejob.com/offres-emploi/152255/technicien-supérieur-on-génie-mécanique/;FMA MAGHREB INDUSTRIE;autres;152242;27-févr.-22;UNKNOWNSIVP;Sfax SudSfaxTunisie;Entre 1 et 2 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
responsable magasin;https://www.keejob.com/offres-emploi/152239/responsable-magasin/;BLUE PANAMA;artisanat / textile / cuir;152253;27-févr.-22;CDD-SIVP-SIVP;Bou MerdesMahdiaTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
RESPONSABLE PARC D'ATTRACTION F/H;https://www.keejob.com/offres-emploi/152242/responsable-parc-dattraction-fh/;GROUPE MAS;informatique / télécoms;152236;27-févr.-22;CDISIVP;Hammam SousseSousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Ingénieur Hardware;https://www.keejob.com/offres-emploi/152253/ingénieur-hardware/;BACOVET;call center / télévente;152266;27-févr.-22;CDI-CDD-SIVP;EzzahraBen ArousTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
DEVELOPPEUR FULL STACK;https://www.keejob.com/offres-emploi/152236/developpeur-full-stack-hf/;200 FACTORY;électronique / électricité / énergie;152278;27-févr.-22;CDD-SIVP-SIVP;GrombaliaNabeulTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Téléopérateur;https://www.keejob.com/offres-emploi/152266/recrutement-a-ezahra/;ADVCALL CNETER;enseignement / formation / puériculture;152272;27-févr.-22;CDISIVP;Le BardoTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;LocaleInternational
Contrôleur Qualité;https://www.keejob.com/offres-emploi/152278/contrôleur-qualité/;SIAME;commerce / vente / distribution;152281;27-févr.-22;CDI-SIVP-SIVP;Bou Mhel El BassatineBen ArousTunisie;Aucune expérience;Secondaire;400 - 600 DT / Mois;Plein temps;Arabe Français;UNKNOWN
Consultant fonctionnel et technique (H/F);https://www.keejob.com/offres-emploi/152272/consultant-fonctionnel-et-technique-hf/;O2S PLUS;autres;152249;27-févr.-22;CDI-CDD-SIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 1;UNKNOWN;Plein temps;Arabe Français Tchèque;UNKNOWN
vendeuse / commerciale;https://www.keejob.com/offres-emploi/152281/cherche-vendeuse-commerciale/;TRUST TECH;tourisme / hôtellerie / restauration / loisirs;152256;27-févr.-22;CDD-SIVP-SIVP;Ariana VilleArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français;Locale
Chargée Client;https://www.keejob.com/offres-emploi/152249/chargée-client/;OLYMPE THALASSO;autres;152259;27-févr.-22;CDDSIVP;ArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Techn.sup.Contrôle Qualité alimentaire;https://www.keejob.com/offres-emploi/152256/technsupcontrôle-qualité-alimentaire/;BAGUETTE & BAGUETTE;informatique / télécoms;152238;27-févr.-22;CDISIVP;Hammam SousseSousseTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Stage pré-embauche Graphic Designer;https://www.keejob.com/offres-emploi/152259/stage-pré-embauche-graphic-designer/;COCREA;import / export;152274;27-févr.-22;Indépendant/FreelanceSIVP;Ben ArousTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Mi-temps/Temps partiel;Arabe Français Anglais;UNKNOWN
TESTEUR QA;https://www.keejob.com/offres-emploi/152238/testeur-qa-hf/;200 FACTORY;informatique / télécoms;152260;27-févr.-22;CDDSIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
COMMUNITY MANAGER;https://www.keejob.com/offres-emploi/152274/community-manager/;W3H Import Export Holding;informatique / télécoms;152277;27-févr.-22;SIVPSIVP;MahdiaMahdiaTunisie;Moins d'un an;Bac + 5;1000 - 1400 DT / Mois;Plein temps;Français Anglais;UNKNOWN
Ingénieur Réseaux & Télécoms;https://www.keejob.com/offres-emploi/152260/ingénieur-réseaux-télécoms/;SOTETEL;informatique / télécoms;152234;27-févr.-22;CDISIVP;Hammam SousseSousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Ingénieur - Développement Full Stack MERN;https://www.keejob.com/offres-emploi/152277/ingénieur-développement-full-stack-mern/;YES'WENOV;informatique / télécoms;152273;27-févr.-22;CDI-CDD-SIVP;Gafsa SudGafsaTunisie;Aucune expérience;Bac + 3;450 - 600 DT / Mois;Plein temps;Arabe Français Anglais;UNKNOWN
Chef de projet Digital;https://www.keejob.com/offres-emploi/152234/chef-de-projet-digital-hf/;200 FACTORY;informatique / télécoms;152267;27-févr.-22;CDISIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 3;600 - 1000 DT / Mois;Plein temps;Arabe Français Anglais;Locale
Rédacteur Web à Gafsa;https://www.keejob.com/offres-emploi/152273/rédacteur-web-à-gafsa/;NEXT PROGRAMS;artisanat / textile / cuir;152241;27-févr.-22;UNKNOWNSIVP;OuerdanineMonastirTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;UNKNOWN;Locale
Commerciale;https://www.keejob.com/offres-emploi/152267/commerciale/;TECNOINFO;informatique / télécoms;152232;27-févr.-22;CDISIVP;Hammam SousseSousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
technicien de qualité d'habillement;https://www.keejob.com/offres-emploi/152241/technicien-de-qualité-dhabillement/;BLUE PANAMA;comptabilité / gestion / audit;152257;27-févr.-22;CDD-SIVP-SIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Développeur Mobile ANDROID;https://www.keejob.com/offres-emploi/152232/développeur-mobile-android/;200 FACTORY;informatique / télécoms;152279;27-févr.-22;CDI-CDD-SIVP;El MenzahTunisTunisie;Entre 2 et 5 ans;Bac + 4;3000 - 5000 DT / Mois;Plein temps;Français Anglais;International
Assistants Comptables;https://www.keejob.com/offres-emploi/152257/assistants-comptables/;CMM;architecture / immobilier / BTP;152214;25-févr.-22;CDDSIVP;Ben ArousBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Ingénieurs Informatique;https://www.keejob.com/offres-emploi/152279/ingénieurs-informatique-société-offshore/;OFFSHORE OUTSOURCING SERVICES;commerce / vente / distribution;152201;25-févr.-22;CDD-SIVP-SIVP;Sousse JaouharaSousseTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
FINANCIER;https://www.keejob.com/offres-emploi/152214/financier/;ENERBAT;électronique / électricité / énergie;152231;25-févr.-22;CDD-SIVP-SIVP;Ben ArousBen ArousTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Community Manager;https://www.keejob.com/offres-emploi/152201/cherchons-community-manager-web-marketeur/;MEGASTORE TECHNOLOGY;santé / paramédical / optique;152225;25-févr.-22;CDD-SIVP-SIVP;Douar HicherLa ManoubaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Conducteur ligne GMS;https://www.keejob.com/offres-emploi/152231/tech-conducteur-ligne-cms/;ELECTRONIC TUNISIE SYSTEM;électronique / électricité / énergie;152227;25-févr.-22;SIVPSIVP;El MenzahTunisTunisie;Aucune expérience;Bac + 2;UNKNOWN;Plein temps;UNKNOWN;Locale
Technico-commercial;https://www.keejob.com/offres-emploi/152225/technico-commercial-équipement-médical/;HYGIE BIOMED;chimie / biologie / physique;152217;25-févr.-22;CDISIVP;FouchanaBen ArousTunisie;Entre 2 et 5 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Technicien supérieur en automatisme;https://www.keejob.com/offres-emploi/152227/technicien-supérieur-en-automatisme/;BIBEN;commerce / vente / distribution;152109;25-févr.-22;CDDSIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Responsable Commercial;https://www.keejob.com/offres-emploi/152217/responsable-commercial-activité-santé/;LINDE GAS;tourisme / hôtellerie / restauration / loisirs;152188;25-févr.-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 3;800 - 1500 DT / Mois;Plein temps;Arabe Français Anglais;LocaleInternational
Vendeur(se);https://www.keejob.com/offres-emploi/152109/vendeur-vendeuse-conseil-en-décoration/;SOCIETE DE PROMOTION DE MEUBLES;tourisme / hôtellerie / restauration / loisirs;152187;25-févr.-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 2 et 5 ans;Bac + 3;800 - 1500 DT / Mois;Plein temps;Arabe Français Anglais;LocaleInternational
Chef de Projet Événementiel;https://www.keejob.com/offres-emploi/152188/chef-de-projet-événementiel/;ACTIVE TRAVEL;autres;152223;25-févr.-22;SIVPSIVP;ZaghouanTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Responsable Produit;https://www.keejob.com/offres-emploi/152187/responsable-produit-tourisme/;ACTIVE TRAVEL;recrutement / ressources humaines;152194;25-févr.-22;CDDSIVP;ZarzisMédenineTunisie;Moins d'un an;Bac + 1;580 - DT / Mois;Plein temps;Arabe Français;UNKNOWN
Technicien en génie mécanique;https://www.keejob.com/offres-emploi/152223/diplômé-cap-ou-bts-en-génie-mécanique/;CARTHAGO CERAMIC;chimie / biologie / physique;152218;25-févr.-22;CDISIVP;FouchanaBen ArousTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Caissier et Caissière Zarzis H/F;https://www.keejob.com/offres-emploi/152194/caissier-et-caissière-zarzis-hf/;Manpower;commerce / vente / distribution;152216;25-févr.-22;UNKNOWNSIVP;Ben ArousTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Technico-Commercial;https://www.keejob.com/offres-emploi/152218/un-ingénieur-technico-commercial-hf/;LINDE GAS;enseignement / formation / puériculture;152191;25-févr.-22;CDDSIVP;Kalaa EssghiraSousseTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Magasinier;https://www.keejob.com/offres-emploi/152216/magasinier/;ARCHILABS;commerce / vente / distribution;152213;25-févr.-22;SIVPSIVP;Sousse JaouharaSousseTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Assistant (e) Administratif(Ve);https://www.keejob.com/offres-emploi/152191/attachée-administratifve/;GROUPE DE FORMATION ET DE TECHNOLOGIE;automobile / moteurs / engins mécaniques;152192;25-févr.-22;CDISIVP;El KramTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Gestionnaire de stock;https://www.keejob.com/offres-emploi/152213/gestionnaire-de-stock/;YOUBI TRADING;autres;152206;25-févr.-22;CDI-CDD-SIVP;SfaxTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Ingènieur Automobile FEM;https://www.keejob.com/offres-emploi/152192/ingènieur-automobile-fem/;MICLA ENGINEERING AND DESIGN;autres;152224;25-févr.-22;CDI-CDD-SIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Ingénieur HVAC;https://www.keejob.com/offres-emploi/152206/ingénieur-hvac-hf/;IAPS AFRICA;informatique / télécoms;152200;25-févr.-22;CDISIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 4;2400 - 4000 DT / Mois;Plein temps;UNKNOWN;UNKNOWN
Technico-Commercial;https://www.keejob.com/offres-emploi/152224/technico-commercial/;STEP;informatique / télécoms;152219;25-févr.-22;CDISIVP;La MarsaTunisTunisie;Entre 2 et 5 ans;Bac + 5;2000 - 3000 DT / Mois;Plein temps;Anglais;International
Consultant support modules Finance Sage X3;https://www.keejob.com/offres-emploi/152200/consultant-support-sage-x3/;NERIUM SOFTWARE;consulting / étude / stratégie;152185;25-févr.-22;UNKNOWNSIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Java Developer (JSF);https://www.keejob.com/offres-emploi/152219/java-developer-jsf/;NOVOBIT PARTNERS;informatique / télécoms;152115;24-févr.-22;CDI-CDD-SIVP;Bou Mhel El BassatineBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;800 - 1200 DT / Mois;Plein temps;Français Anglais Italien;Locale
Dual Language cum Math trainer;https://www.keejob.com/offres-emploi/152185/dual-language-cum-math-trainer/;ALBERT LEARNING;autres;152162;24-févr.-22;CDDSIVP;MahdiaMahdiaTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Technicien Supérieur réseau informatique;https://www.keejob.com/offres-emploi/152115/technicien-supérieur-réseau-informatique/;CYBERMIS;tourisme / hôtellerie / restauration / loisirs;152172;24-févr.-22;CDI-SIVP-SIVP;Ariana VilleArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Français;Locale
Acheteur;https://www.keejob.com/offres-emploi/152162/achteur/;MNAT MAHDIA;artisanat / textile / cuir;152129;24-févr.-22;UNKNOWNSIVP;Ksour EssafMahdiaTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
responsable marketing;https://www.keejob.com/offres-emploi/152172/responsable-marketing/;BAGUETTE & BAGUETTE;agriculture / agro-alimentaire / environnement;152134;24-févr.-22;SIVPSIVP;Le BardoTunisTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Agent de méthode confection;https://www.keejob.com/offres-emploi/152129/agent-de-méthode-conf-chaine-et-trame/;CODAR;enseignement / formation / puériculture;152085;24-févr.-22;CDI-CDD-SIVP;La MarsaTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Purchase Assistant;https://www.keejob.com/offres-emploi/152134/purchase-assistant/;BOSTANI CHOCALATE BELGIUM SRL;électronique / électricité / énergie;152148;24-févr.-22;CDD-SIVP-SIVP;Sfax VilleSfaxTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;Locale
Professeur d'Histoire Géographie;https://www.keejob.com/offres-emploi/152085/professeur-dhistoire-géographie/;GROUPE SCOLAIRE RENE DESCARTES;artisanat / textile / cuir;152127;24-févr.-22;CDDSIVP;Ksour EssafMahdiaTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Technicien en Electricité;https://www.keejob.com/offres-emploi/152148/technicien-en-electricité/;SMARTELEC;agriculture / agro-alimentaire / environnement;152163;24-févr.-22;CDD-SIVP-SIVP;Ben ArousBen ArousTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chef atelier de confection chaine et trame;https://www.keejob.com/offres-emploi/152127/chef-atelier-de-confection-chaine-et-trame/;CODAR;commerce / vente / distribution;152123;24-févr.-22;CDISIVP;Ben ArousBen ArousTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
assistante administrative;https://www.keejob.com/offres-emploi/152163/assistante-administrative/;SOCIÉTÉ ALFET AL MACHIA;santé / paramédical / optique;152136;24-févr.-22;CDDSIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Brand manager;https://www.keejob.com/offres-emploi/152123/brand-manager/;GEI;informatique / télécoms;152149;24-févr.-22;CDISIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Délègue médical;https://www.keejob.com/offres-emploi/152136/delegue-medical/;IGE - INTERNATIONAL GENERAL EQUIPMENT;informatique / télécoms;152137;24-févr.-22;CDDSIVP;RaouedArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Consultant Fonctionnel;https://www.keejob.com/offres-emploi/152149/consultant-fonctionnel/;FININFOSOLUTIONS;informatique / télécoms;152105;24-févr.-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 1;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
technico commercial;https://www.keejob.com/offres-emploi/152137/technico-commercial/;SYNOTEC;recrutement / ressources humaines;152159;24-févr.-22;CDDSIVP;Centre villeTunisTunisie;Entre 5 et 10 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Technicien Réseau;https://www.keejob.com/offres-emploi/152105/technicien-réseau/;IPSOFT;comptabilité / gestion / audit;152110;24-févr.-22;CDISIVP;Sousse VilleSousseTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Key Account ManagerNorth AfricaM/F;https://www.keejob.com/offres-emploi/152159/key-account-manager-north-africa-mf/;Manpower;industrie métalliques;152157;24-févr.-22;CDD-SIVP-SIVP;Sfax VilleSfaxTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Comptable;https://www.keejob.com/offres-emploi/152110/comptable/;SIGMA AUDIT;tourisme / hôtellerie / restauration / loisirs;152111;24-févr.-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 1;UNKNOWN;Plein temps;Arabe Français Anglais Italien;UNKNOWN
Coordinateur logistique;https://www.keejob.com/offres-emploi/152157/coordinateur-logistique/;LES ATELIERS MECANIQUES DE PRECISION AMECAP;commerce / vente / distribution;152155;24-févr.-22;CDDSIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Conseillère de voyages - Lafayette Tunis;https://www.keejob.com/offres-emploi/152111/conseillère-de-voyages-et-hôtels-nabeul/;EVOLUTION VOYAGES;informatique / télécoms;151982;24-févr.-22;SIVPSIVP;La SoukraArianaTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;LocaleInternational
Vendeuse;https://www.keejob.com/offres-emploi/152155/vendeuse/;BENNOUR DECO;commerce / vente / distribution;152178;24-févr.-22;CDD-SIVP-SIVP;Sfax VilleSfaxTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Consultant fonctionnel;https://www.keejob.com/offres-emploi/151982/consultant-fonctionnel/;SOFTSYS;recrutement / ressources humaines;152143;24-févr.-22;CDISIVP;Centre villeTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Conseillers de ventes;https://www.keejob.com/offres-emploi/152178/conseillers-de-ventes/;HENI COLLECTION;commerce / vente / distribution;152122;24-févr.-22;CDISIVP;Ben ArousBen ArousTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;Locale
Responsable Marketing Digital H/F;https://www.keejob.com/offres-emploi/152143/responsable-marketing-digital-hf/;Manpower;informatique / télécoms;152135;24-févr.-22;CDISIVP;RaouedArianaTunisie;Entre 5 et 10 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Technicien SAV;https://www.keejob.com/offres-emploi/152122/technicien-sav/;GEI;autres;152116;24-févr.-22;CDDSIVP;Kairouan NordKairouanTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Directeur financier et comptable;https://www.keejob.com/offres-emploi/152135/directeur-financier-et-comptable/;SYNOTEC;autres;152150;24-févr.-22;UNKNOWNSIVP;TunisTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
